航班号,sequenceNo,marketAirlineCode,航空公司,marketAlliance,出发国家,departureCountryCode,departureProvinceId,departureCityId,departureCityCode,出发城市,出发机场三字码,出发机场,departureAirportShortName,departureTerminal,到达国家,arrivalCountryCode,arrivalProvinceId,arrivalCityId,arrivalCityCode,到达城市,到达机场三字码,到达机场,arrivalAirportShortName,arrivalTerminal,飞行时长,transferDuration,飞机型号三字码,飞机型号,飞机尺寸,departureDateTime,arrivalDateTime,leakedVisaTagSwitch,highLightPlaneNo,停留次数,istTransitService,mainSegment,出发日期,出发时间,到达日期,到达时间,economy_origin,economy_tax,economy_total,economy_full,bussiness_origin,bussiness_tax,bussiness_total,bussiness_full,数据获取日期
HX236,1,HX,香港航空,,中国,CN,32,58,HKG,香港,HKG,香港国际机场,香港,T1,中国,CN,2,2,SHA,上海,PVG,浦东国际机场,浦东,T2,155,0,320,空客320(中),M,2024-04-01 08:05:00,2024-04-01 10:40:00,False,False,0,False,True,2024-04-01,08:05:00,2024-04-01,10:40:00,588,397,985,1501,,,,,2024-02-28
HX232,1,HX,香港航空,,中国,CN,32,58,HKG,香港,HKG,香港国际机场,香港,T1,中国,CN,2,2,SHA,上海,PVG,浦东国际机场,浦东,T2,170,0,333,空客330(大),L,2024-04-01 19:05:00,2024-04-01 21:55:00,False,False,0,False,True,2024-04-01,19:05:00,2024-04-01,21:55:00,382,397,779,1345,,,,,2024-02-28
FM810,1,FM,上海航空,天合联盟,中国,CN,32,58,HKG,香港,HKG,香港国际机场,香港,T1,中国,CN,2,2,SHA,上海,SHA,虹桥国际机场,虹桥,T1,145,0,73E,波音738(中),M,2024-04-01 18:50:00,2024-04-01 21:15:00,False,False,0,False,True,2024-04-01,18:50:00,2024-04-01,21:15:00,1030,340,1370,1852,,,,,2024-02-28
HO1292,1,HO,吉祥航空,星空联盟,中国,CN,32,58,HKG,香港,HKG,香港国际机场,香港,T1,中国,CN,2,2,SHA,上海,PVG,浦东国际机场,浦东,T2,160,0,32S,空客32S(中),M,2024-04-01 20:40:00,2024-04-01 23:20:00,False,False,0,False,True,2024-04-01,20:40:00,2024-04-01,23:20:00,530,397,927,1459,,,,,2024-02-28
CX360,1,CX,国泰航空,寰宇一家,中国,CN,32,58,HKG,香港,HKG,香港国际机场,香港,T1,中国,CN,2,2,SHA,上海,PVG,浦东国际机场,浦东,T2,170,0,333,空客330(大),L,2024-04-01 13:40:00,2024-04-01 16:30:00,False,False,0,False,True,2024-04-01,13:40:00,2024-04-01,16:30:00,2297,397,2694,3260,,,,,2024-02-28
MU504,1,MU,东方航空,天合联盟,中国,CN,32,58,HKG,香港,HKG,香港国际机场,香港,T1,中国,CN,2,2,SHA,上海,PVG,浦东国际机场,浦东,T1,185,0,325,空客321(中),M,2024-04-01 15:55:00,2024-04-01 19:00:00,False,False,0,False,True,2024-04-01,15:55:00,2024-04-01,19:00:00,855,340,1195,1811,,,,,2024-02-28
MU506,1,MU,东方航空,天合联盟,中国,CN,32,58,HKG,香港,HKG,香港国际机场,香港,T1,中国,CN,2,2,SHA,上海,PVG,浦东国际机场,浦东,T1,160,0,323,空客320(中),M,2024-04-01 20:05:00,2024-04-01 22:45:00,False,False,0,False,True,2024-04-01,20:05:00,2024-04-01,22:45:00,1026,340,1366,1898,,,,,2024-02-28
CX316,1,CX,国泰航空,寰宇一家,中国,CN,32,58,HKG,香港,HKG,香港国际机场,香港,T1,中国,CN,2,2,SHA,上海,PVG,浦东国际机场,浦东,T2,170,0,333,空客330(大),L,2024-04-01 08:15:00,2024-04-01 11:05:00,False,False,0,False,True,2024-04-01,08:15:00,2024-04-01,11:05:00,1772,397,2169,2735,,,,,2024-02-28
HX234,1,HX,香港航空,,中国,CN,32,58,HKG,香港,HKG,香港国际机场,香港,T1,中国,CN,2,2,SHA,上海,PVG,浦东国际机场,浦东,T2,170,0,320,空客320(中),M,2024-04-01 21:00:00,2024-04-01 23:50:00,False,False,0,False,True,2024-04-01,21:00:00,2024-04-01,23:50:00,382,397,779,1345,,,,,2024-02-28
MU510,1,MU,东方航空,天合联盟,中国,CN,32,58,HKG,香港,HKG,香港国际机场,香港,T1,中国,CN,2,2,SHA,上海,PVG,浦东国际机场,浦东,T1,185,0,32L,空客321(中),M,2024-04-01 17:05:00,2024-04-01 20:10:00,False,False,0,False,True,2024-04-01,17:05:00,2024-04-01,20:10:00,855,340,1195,1811,,,,,2024-02-28
CX376,1,CX,国泰航空,寰宇一家,中国,CN,32,58,HKG,香港,HKG,香港国际机场,香港,T1,中国,CN,2,2,SHA,上海,PVG,浦东国际机场,浦东,T2,175,0,333,空客330(大),L,2024-04-01 10:20:00,2024-04-01 13:15:00,False,False,0,False,True,2024-04-01,10:20:00,2024-04-01,13:15:00,1772,397,2169,2751,,,,,2024-02-28
MU508,1,MU,东方航空,天合联盟,中国,CN,32,58,HKG,香港,HKG,香港国际机场,香港,T1,中国,CN,2,2,SHA,上海,PVG,浦东国际机场,浦东,T1,160,0,320,空客320(中),M,2024-04-01 15:05:00,2024-04-01 17:45:00,False,False,0,False,True,2024-04-01,15:05:00,2024-04-01,17:45:00,855,340,1195,1727,,,,,2024-02-28
CX364,1,CX,国泰航空,寰宇一家,中国,CN,32,58,HKG,香港,HKG,香港国际机场,香港,T1,中国,CN,2,2,SHA,上海,PVG,浦东国际机场,浦东,T2,170,0,333,空客330(大),L,2024-04-01 17:25:00,2024-04-01 20:15:00,False,False,0,False,True,2024-04-01,17:25:00,2024-04-01,20:15:00,1772,397,2169,2735,,,,,2024-02-28
CX368,1,CX,国泰航空,寰宇一家,中国,CN,32,58,HKG,香港,HKG,香港国际机场,香港,T1,中国,CN,2,2,SHA,上海,PVG,浦东国际机场,浦东,T2,170,0,333,空客330(大),L,2024-04-01 09:20:00,2024-04-01 12:10:00,False,False,0,False,True,2024-04-01,09:20:00,2024-04-01,12:10:00,2297,397,2694,3260,,,,,2024-02-28
MU702,1,MU,东方航空,天合联盟,中国,CN,32,58,HKG,香港,HKG,香港国际机场,香港,T1,中国,CN,2,2,SHA,上海,PVG,浦东国际机场,浦东,T1,170,0,325,空客321(中),M,2024-04-01 13:55:00,2024-04-01 16:45:00,False,False,0,False,True,2024-04-01,13:55:00,2024-04-01,16:45:00,855,340,1195,1761,,,,,2024-02-28
